label,hand,lm0_x,lm0_y,lm1_x,lm1_y,lm2_x,lm2_y,lm3_x,lm3_y,lm4_x,lm4_y,lm5_x,lm5_y,lm6_x,lm6_y,lm7_x,lm7_y,lm8_x,lm8_y,lm9_x,lm9_y,lm10_x,lm10_y,lm11_x,lm11_y,lm12_x,lm12_y,lm13_x,lm13_y,lm14_x,lm14_y,lm15_x,lm15_y,lm16_x,lm16_y,lm17_x,lm17_y,lm18_x,lm18_y,lm19_x,lm19_y,lm20_x,lm20_y
1,right,0,0,-0.284403669724771,-0.0310880829015544,-0.522935779816514,-0.145077720207254,-0.63302752293578,-0.253886010362694,-0.706422018348624,-0.347150259067358,-0.431192660550459,-0.398963730569948,-0.504587155963303,-0.559585492227979,-0.541284403669725,-0.663212435233161,-0.559633027522936,-0.756476683937824,-0.256880733944954,-0.419689119170984,-0.36697247706422,-0.616580310880829,-0.440366972477064,-0.730569948186529,-0.477064220183486,-0.83419689119171,-0.0642201834862385,-0.393782383419689,-0.146788990825688,-0.512953367875648,-0.220183486238532,-0.383419689119171,-0.256880733944954,-0.27979274611399,0.128440366972477,-0.336787564766839,0.018348623853211,-0.393782383419689,-0.055045871559633,-0.300518134715026,-0.073394495412844,-0.233160621761658
1,right,0,0,-0.285714285714286,-0.00584795321637427,-0.535714285714286,-0.105263157894737,-0.696428571428571,-0.210526315789474,-0.839285714285714,-0.274853801169591,-0.517857142857143,-0.380116959064327,-0.625,-0.538011695906433,-0.696428571428571,-0.637426900584795,-0.75,-0.736842105263158,-0.375,-0.421052631578947,-0.517857142857143,-0.619883040935673,-0.616071428571429,-0.730994152046784,-0.678571428571429,-0.836257309941521,-0.196428571428571,-0.421052631578947,-0.276785714285714,-0.56140350877193,-0.294642857142857,-0.421052631578947,-0.285714285714286,-0.309941520467836,0,-0.380116959064327,-0.0803571428571429,-0.444444444444444,-0.107142857142857,-0.345029239766082,-0.107142857142857,-0.263157894736842
1,right,0,0,-0.22962962962963,-0.0567010309278351,-0.4,-0.195876288659794,-0.525925925925926,-0.314432989690722,-0.659259259259259,-0.371134020618557,-0.244444444444444,-0.422680412371134,-0.251851851851852,-0.582474226804124,-0.244444444444444,-0.675257731958763,-0.244444444444444,-0.768041237113402,-0.111111111111111,-0.427835051546392,-0.125925925925926,-0.623711340206186,-0.148148148148148,-0.731958762886598,-0.148148148148148,-0.835051546391753,0.0296296296296296,-0.391752577319588,0.037037037037037,-0.536082474226804,-0.0444444444444444,-0.43298969072165,-0.0962962962962963,-0.345360824742268,0.177777777777778,-0.314432989690722,0.140740740740741,-0.396907216494845,0.0592592592592593,-0.329896907216495,0.00740740740740741,-0.262886597938144
1,right,0,0,-0.231404958677686,-0.102040816326531,-0.355371900826446,-0.26530612244898,-0.421487603305785,-0.403061224489796,-0.495867768595041,-0.5,-0.0826446280991736,-0.454081632653061,-0.0247933884297521,-0.607142857142857,0.0165289256198347,-0.698979591836735,0.0661157024793388,-0.785714285714286,0.0661157024793388,-0.433673469387755,0.132231404958678,-0.622448979591837,0.15702479338843,-0.73469387755102,0.190082644628099,-0.836734693877551,0.206611570247934,-0.36734693877551,0.264462809917355,-0.510204081632653,0.12396694214876,-0.443877551020408,0.0165289256198347,-0.372448979591837,0.338842975206612,-0.270408163265306,0.330578512396694,-0.357142857142857,0.198347107438017,-0.321428571428571,0.107438016528926,-0.270408163265306
1,right,0,0,-0.306666666666667,-0.0790960451977401,-0.466666666666667,-0.23728813559322,-0.32,-0.378531073446328,-0.0933333333333333,-0.446327683615819,-0.613333333333333,-0.384180790960452,-0.68,-0.576271186440678,-0.693333333333333,-0.689265536723164,-0.693333333333333,-0.779661016949153,-0.373333333333333,-0.401129943502825,-0.48,-0.615819209039548,-0.52,-0.740112994350282,-0.533333333333333,-0.84180790960452,-0.12,-0.378531073446328,-0.04,-0.502824858757062,-0.08,-0.395480225988701,-0.12,-0.305084745762712,0.106666666666667,-0.322033898305085,0.146666666666667,-0.384180790960452,0.0933333333333333,-0.299435028248588,0.0533333333333333,-0.231638418079096
1,right,0,0,-0.285714285714286,-0.100917431192661,-0.357142857142857,-0.252293577981651,-0.0714285714285714,-0.344036697247706,0.238095238095238,-0.36697247706422,-0.202380952380952,-0.440366972477064,-0.0595238095238095,-0.619266055045872,0.0476190476190476,-0.720183486238532,0.166666666666667,-0.807339449541284,0.0714285714285714,-0.41743119266055,0.214285714285714,-0.623853211009174,0.30952380952381,-0.743119266055046,0.404761904761905,-0.834862385321101,0.297619047619048,-0.348623853211009,0.464285714285714,-0.44954128440367,0.238095238095238,-0.353211009174312,0.0595238095238095,-0.275229357798165,0.476190476190476,-0.252293577981651,0.464285714285714,-0.275229357798165,0.25,-0.211009174311927,0.0833333333333333,-0.160550458715596
1,right,0,0,-0.288659793814433,-0.0380952380952381,-0.536082474226804,-0.114285714285714,-0.391752577319588,-0.166666666666667,-0.0927835051546392,-0.2,-0.556701030927835,-0.380952380952381,-0.608247422680412,-0.576190476190476,-0.628865979381443,-0.695238095238095,-0.628865979381443,-0.804761904761905,-0.298969072164948,-0.419047619047619,-0.371134020618557,-0.595238095238095,-0.412371134020619,-0.719047619047619,-0.443298969072165,-0.838095238095238,-0.0309278350515464,-0.404761904761905,0.0206185567010309,-0.395238095238095,-0.0103092783505155,-0.252380952380952,-0.0515463917525773,-0.157142857142857,0.206185567010309,-0.352380952380952,0.206185567010309,-0.271428571428571,0.134020618556701,-0.161904761904762,0.0824742268041237,-0.0904761904761905
1,right,0,0,-0.304347826086957,-0.0585106382978723,-0.405797101449275,-0.186170212765957,-0.115942028985507,-0.303191489361702,0.173913043478261,-0.377659574468085,-0.579710144927536,-0.425531914893617,-0.536231884057971,-0.606382978723404,-0.463768115942029,-0.723404255319149,-0.391304347826087,-0.819148936170213,-0.289855072463768,-0.441489361702128,-0.27536231884058,-0.627659574468085,-0.231884057971015,-0.73936170212766,-0.173913043478261,-0.840425531914894,-0.0144927536231884,-0.398936170212766,0.130434782608696,-0.48936170212766,0.0579710144927536,-0.372340425531915,-0.0289855072463768,-0.287234042553192,0.217391304347826,-0.319148936170213,0.27536231884058,-0.340425531914894,0.173913043478261,-0.26063829787234,0.0579710144927536,-0.202127659574468
1,right,0,0,-0.333333333333333,-0.0529411764705882,-0.478260869565217,-0.176470588235294,-0.27536231884058,-0.288235294117647,-0.0434782608695652,-0.358823529411765,-0.594202898550725,-0.464705882352941,-0.608695652173913,-0.635294117647059,-0.623188405797101,-0.741176470588235,-0.623188405797101,-0.823529411764706,-0.289855072463768,-0.476470588235294,-0.27536231884058,-0.658823529411765,-0.289855072463768,-0.752941176470588,-0.304347826086957,-0.835294117647059,-0.0144927536231884,-0.435294117647059,0.0869565217391304,-0.547058823529412,0.0144927536231884,-0.417647058823529,-0.0579710144927536,-0.311764705882353,0.217391304347826,-0.352941176470588,0.231884057971015,-0.352941176470588,0.130434782608696,-0.258823529411765,0.0579710144927536,-0.188235294117647
1,right,0,0,-0.289473684210526,-0.0398009950248756,-0.407894736842105,-0.154228855721393,-0.210526315789474,-0.27363184079602,0.0131578947368421,-0.358208955223881,-0.618421052631579,-0.388059701492537,-0.657894736842105,-0.572139303482587,-0.671052631578947,-0.691542288557214,-0.671052631578947,-0.791044776119403,-0.355263157894737,-0.412935323383085,-0.43421052631579,-0.611940298507463,-0.473684210526316,-0.736318407960199,-0.5,-0.840796019900498,-0.0921052631578947,-0.383084577114428,0.0131578947368421,-0.467661691542289,-0.0394736842105263,-0.353233830845771,-0.0921052631578947,-0.263681592039801,0.144736842105263,-0.313432835820896,0.171052631578947,-0.328358208955224,0.105263157894737,-0.238805970149254,0.0263157894736842,-0.174129353233831
